what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284531132637
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531153920
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284531156599
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531157453
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284531160294
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531161804
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531196402
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284531225245
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531225920
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531247993
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531343241
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284531347055
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531357652
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531423105
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284531423137
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531425096
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531448633
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531507997
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531509784
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531531879
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531550738
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531585367
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531607346
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284531652946
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531653895
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531663308
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284531667379
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284531668226
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531670182
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531711210
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284531777979
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531794711
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531810893
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531814729
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531833328
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531841517
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531842794
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531843181
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531896661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531912874
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.toggleOverwrite",1284531922898
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.toggleOverwrite",1284531925984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531926923
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531935146
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531936681
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531941224
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531947359
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284531948837
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531972939
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284531979472
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284531979888
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284531995138
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532014136
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532082450
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284532082469
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284532084012
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1284532097609
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532106337
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284532113756
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532127206
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1284532127222
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532128570
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532129085
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532130877
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532143573
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532154478
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284532154496
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284532159977
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532193819
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284532202050
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532207335
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532220186
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532408385
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284532408417
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532414659
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284532423227
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532478351
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284532479787
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532481854
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532482058
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532482282
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532482459
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532482673
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532483138
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532483466
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532483764
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532483978
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532484228
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532484516
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532485289
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532485665
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284532486044
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284532497657
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284532498886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532506373
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284532564206
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284532565487
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532566685
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532585685
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532596268
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1284532649473
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532788394
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532809643
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284532817665
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532856648
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532891614
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532918641
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284532954948
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284532954974
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284532962462
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533035748
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533041155
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533045061
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533047345
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533054492
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533056793
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533059955
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533072978
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284533072997
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533077150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533081249
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533082735
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533102238
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533132349
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284533133273
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284533134565
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284533164000
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533165081
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284533172568
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533190836
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533264096
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284533264124
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533265180
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533313551
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533330998
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533335018
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284533351805
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533353959
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533359870
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533360258
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533360353
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533361903
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284533364280
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533365190
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284533366552
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533368190
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284533370650
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533371478
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284533372959
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533385319
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533388647
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533390257
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533390943
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533406540
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533425395
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533435670
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533443343
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533444291
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284533450283
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533465833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533476802
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533543934
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284533544966
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284533563373
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533591580
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533682429
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533692605
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533835722
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=260",1284533842879
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=260",1284533842883
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=260",1284533842885
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533845559
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533847861
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284533904019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534018657
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534019956
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534030359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534046522
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534088313
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284534151060
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284534151917
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534159468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534195757
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284534221524
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534227916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534228543
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534229164
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284534234668
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534253276
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534357596
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284534391055
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534433450
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284534544736
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534549110
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534549565
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534550086
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534550414
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284534551175
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.redo",1284534552945
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.redo",1284534553205
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.redo",1284534553678
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=261",1284534561298
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=261",1284534561302
error,log,,,"AT: source-C:\\Users\\Joseph\\Documents\\CSE-2010\\se2020\\Development\\ScalaCard\\src\\network\\Network.scala,line-14,offset=261",1284534561304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284534562691
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284534601863
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284534607516
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537022828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537087631
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537090630
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537091695
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284537106946
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284537108265
error,log,,,"Unhandled event loop exception",1284537108310
error,log,,,"Unhandled event loop exception",1284537108354
error,log,,,"Unhandled event loop exception",1284537108384
error,log,,,"Unhandled event loop exception",1284537108387
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284537109098
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284537110560
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284537176292
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284537178872
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284537253033
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284537253924
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537255774
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537264031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284537388005
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284537389452
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284537415222
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537459916
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537462417
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537466161
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284537476415
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284537494857
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284537495055
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284537495153
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284537502586
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284537506210
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284537521259
