what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284510657843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284510658007
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284510658016
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284510687276
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284510687848
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511140686
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511143323
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1284511146525
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511156895
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511198458
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511199034
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511199223
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511201723
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511202357
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1284511210278
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511243343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511264462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511292955
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511310321
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511310345
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511311493
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511351663
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511353349
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511354957
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511357052
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511363412
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511365783
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511365802
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511367194
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511405309
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511437987
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1284511452966
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1284511453099
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511459248
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511467505
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511473838
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511473999
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511474108
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511474754
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511487079
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511487109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511488791
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511534692
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511536122
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511595888
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511597524
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511607472
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511613310
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511615107
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511618613
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511644853
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511665373
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511756166
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511763443
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284511795048
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511798869
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511802791
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511802933
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511803036
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511804481
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284511805403
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511811478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511818259
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511875170
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284511880795
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512043084
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512108986
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512140662
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512143067
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512167044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512179170
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512199257
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512200924
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512231213
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512237637
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284512274130
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284512274600
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1284512275068
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512276395
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512283760
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1284512287734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512316161
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512320689
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284512351014
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1284512351111
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284512351519
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1284512355744
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284512360065
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284512388603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284512394132
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518497344
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518516175
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518518774
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518522191
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518531773
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518533283
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518533585
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1284518537478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518538598
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1284518538611
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518542535
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518553792
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518553954
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518554043
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518554968
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518560467
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518563789
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518568449
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518635120
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518637528
closed,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518638533
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518638678
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1284518638686
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518643036
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518647764
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518648014
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518648106
error,log,,,"Unhandled event loop exception",1284518651902
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284518666462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518671329
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518674140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518674581
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518722515
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518722540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518727032
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518733235
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518733264
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518798841
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518802936
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518825110
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518825341
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518825431
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518827749
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284518831719
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518833357
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518834643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518834854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284518840018
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284518840096
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518842116
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518842211
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284518851439
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518854728
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518855343
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518856646
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518856910
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284518879556
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284518889051
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284518889611
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518898981
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518955668
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284518975988
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284518977039
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284519020602
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284519025799
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284519047973
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1284519054836
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284519055343
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1284519055650
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1284519239895
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1284519301462
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284519358652
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284519363971
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1284519364057
error,log,,,"Exception in Decorator. The 'Java Method Override Indicator' decorator will be disabled.",1284519364060
error,log,,,"assertion failed",1284519364061
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284519370864
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284519380888
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284519456150
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284519484686
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284519486150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284519518304
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284519535149
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523494043
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523495242
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523549723
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523550560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523554584
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284523554606
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523557425
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523561300
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523561523
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523561618
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284523563123
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523565927
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523572535
opened,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523572805
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523572890
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284523615093
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523615303
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284523643959
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523645464
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1284523645603
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523646885
closed,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523646974
closed,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523647436
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523648330
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284523652628
activated,editor,org.scala-ide.sdt.core,1.0.0.201009140200,"scala.tools.eclipse.ScalaSourceFileEditor",1284523654836
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1284523655859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1284523658751
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1284523661604
